XID,How Long do you stay here,Project name,Review
R13494,2 Years,Dynamix Parkwoods,Pathetic CRM team. No proper communication on possession . We have booked the flat in 2021 with a commitment of possession in 2023. And today I’m writing this review in 2025 with zero clarity of possession still . No reply from management as well All emails being unanswered Quality of fittings are compromised and doesn’t at all match to the show flat I wudnt recommend this builder to anyone . Extremely disappointed!
R13494,2 Years,Dynamix Parkwoods,The builder and their sales team are only concerned about the sales and least bothered about the completion of project. Don't fall for any commitment from their management and sales team.whenever they are being asked about the completion date everytime 6 months is added to their commitment. Worst experience to deal with.
R13494,2 Years,Dynamix Parkwoods,"One of the Prime Luxurious project on Ghodbunder Road. Just step away from upcoming Metro station and Dmart. All schools, hospitals nearby and many new things coming near by area. For Parkwood -excellent team. The Staff and Sales team is very co-operative. Mr Shiv is excellent in communication and let you explore all the project. Overall great experience."
R13494,2 Years,Dynamix Parkwoods,Worst CRM team... No communication regarding reasons for delay in the project . CRM team has a standard answer ' We will get back to soon' but don't know when. Please do not recommend this project to one one...
R13494,2 Years,Dynamix Parkwoods,"Pathetic builder, our project is delayed for over a year and nobody is bothered to give any clarity on the possession date. We are repenting after investing our money in this project."
R13494,2 Years,Dynamix Parkwoods,"Worst CRM team, salespeople who sold this project have left the company and now promises made by them are now being denied by CRM team. They will simply say that go and check RERA. The possession date has been delayed and there has been no communication from the CRM team regarding this matter. To make matters worse, they are not even willing to provide a new confirm possession date. Even their management is not taking responsibility for the promises made by the sales team. I would strongly advise other buyers to ensure they get everything in writing before proceeding with registration if they are considering purchasing a flat from Dynamix."
R13494,2 Years,Dynamix Parkwoods,Very good project nice location with good amenities and wonderful views. Sales team is very professional and guide properly on every aspect of the project. Sales manager Shiv Shankar helped us to take informed decisions and helped to finalise best available inventory. Bunty Sir also very guide properly. explaining us the project well and guiding us throughout the process making it a seamless journey
R13494,2 Years,Dynamix Parkwoods,"Delayed project. Worst Customer service team. Worst management. Doesn't respond to buyers query. False promises of quality fittings in apartment, I actual it's quite of cheap quality of materials, fittings used. No proper communication on possession. Multiple project at the same time and eventually delaying every project. I am the buyer in one of the flat in Dynamix Parkwoods Thane."
R13494,>3 Years,Dynamix Parkwoods,Worst CRM team.... No proper communication and clarity over possession date.... Feels like cheated after buying flat in Parkwood.
R13494,1 Year,Dynamix Parkwoods,The site is really placed at very convenient location. We have been residing at Parkwoods (existing towers) and the experience is really great so far. That has built our trust to go for this new site...!!! Would also like to call Kajal Salvi's name to explain the entire project no nicely that it do not leave any scope for confusion. This is really fantastic project for sure...!!! Dynamix group has always been first choice of ours.
R13494,1 Year,Dynamix Parkwoods,Very good project nice location with good amenities and wonderful views. Very good progress on the project after the launch it will leave its mark on Thane eghodbunder skyline once ready. Sales team is very professional and guide properly on every aspect of the project. Sales manager Kajol Salvi helped us to take informed decisions and helped to finalise best available inventory.
R13494,1 Year,Dynamix Parkwoods,"Dynamix Parkwoods is one of the finest, tallest project in Ghodbunder Road, Thane with best amenities. The Staff and Support Team is very cooperative and excellent in communication skills. Ms Kajal and Mr Vivian was best in exploring the project. Overall very good experience!!"
R13494,1 Year,Dynamix Parkwoods,We came across the Dynamix Parkwood project accidentally while we were on our way to check out another project. After seeing the Parkwood project there was no turning back as there was no other project in comparison to it. The major positive points that we found were the location and the spacious layout of the flats. It is also Thane's second tallest project. We are thrilled to have booked a flat on the 50th floor. Special thanks to Kajal Salvi for explaining us the project well and guiding us throughout the process making it a seamless journey.
R13494,1 Year,Dynamix Parkwoods,Worst CRM and management. Won’t attend or entertain queries of the property owner once they receive their payment.
R13494,2 Years,Dynamix Parkwoods,"To Dynamix parkwoods, wish to convey my thanks to the prompt and effective pre sales services rendered by your sales team . Special thanks to Ms Kajal Salvi for her sincerity and customer focus. We are delighted by the services rendered by Ms Kajal. With regards. Satish Deshpande , D5 Parkwoods"
R13494,2 Years,Dynamix Parkwoods,Parkwood is one of the nice project in Thane. Nice location and tallest tower in GB Road. Sampl Flat is too good and it impressed us. Kajal was a sales manager and she explained all the features of flat very nicely. Oveall good experience with entire staff.
R13494,2 Years,Dynamix Parkwoods,Dynamix Parkwoods is a wonderful project located on Ghodbunder Road providing best amenities. The Staff and Support Team is very cooperative and very helpful. Special Thanks to Ms Kajal who was really helpful and supportive
R13494,2 Years,Dynamix Parkwoods,Dynamix Parkwoods is a wonderful project located on Ghodbunder Road providing best amenities. The Staff and Support Team is very cooperative and very helpful. Special Thanks to Ms Kajal who was really helpful and supportive
R13494,2 Years,Dynamix Parkwoods,Overall a pleasant experience. Kajal Salvi was our sales contact and she was very professional and responsive. Property location and nearby things were the primary reason to go for Parkwood.
R13494,2 Years,Dynamix Parkwoods,Park wood project is very amazing n exciting. Situated at very lovely spot n with nice team particularly Kajal mam is very cooperative n efficient in her approach she explained d project very smartly n thoroughly Thanks
R13494,2 Years,Dynamix Parkwoods,"Parkwoods (Dynamix) is one of the best project at Ghodbunder Road, with best amenities. Staff is very cooperative. Special thanks to Ms Kajal Salvi for her support."
R13494,2 Years,Dynamix Parkwoods,"It's a great project with nice location. Apartment interiors are pretty good as well. The entire staff has been very cooperative, especially Kajal who's been super helpful in answering all our questions."
R13494,2 Years,Dynamix Parkwoods,A very good project.I want to mention Kajal Salvi Name here she is doing a amazing job evry thing was explained by her was in clear and detailed a very professional attitude towards the client. Keep it up 
R13494,2 Years,Dynamix Parkwoods,"Dynamix Parkwoods is dnyamic residential project next to DMart, Ghodbunder Road. Parkwoods offers vastu compliance air-conditioned flats with attractive architecture. Special Thanks to Ms Minal for her dedicated efforts and All-round knowledge while exploring the project..."
R13494,2 Years,Dynamix Parkwoods,A really good project worth checking out. Very professional team in answering any questions or clarifications you might need. Special mention to Ms. Kajal Salvi to for all the assistance and answering my queries.
R13494,2 Years,Dynamix Parkwoods,Project is good. Kajal Salavi is helpful and till the booking she made every process easy and smooth. Thank you once again.
R13494,2 Years,Dynamix Parkwoods,One of the best project I have come across with very well designed spaces.. a special mention and thanks to Ms. Kajal Salvi who was very helpful and put in every possible effort to make our purchase of property convenient.. Thank you!!
R13494,2 Years,Dynamix Parkwoods,"Excellent ! Dynamix project .Thanks to each and everyone for their support and special thanks to Kajal Salvi who was very helpful, kind and answer all our queries."
R13494,2 Years,Dynamix Parkwoods,Highest touch project. Tallest tower in Thane. Walkable distance from Metro Station.
R13494,2 Years,Dynamix Parkwoods,Appreciate support extended by Vivian and Dereck for taking thorough projects in detail. They have helped us for payment planning. Kudos to the team of Parkwoods
R13494,2 Years,Dynamix Parkwoods,Very good project and very cooperative Office team . I am very much satisfied . Special Thanks to Kajal madam and Derrick sir for their very good cooperation .
R13494,2 Years,Dynamix Parkwoods,Good support provided by the team. Special thanks to Miss. Mansi. She helped me in every stage with complete information.
R13494,2 Years,Dynamix Parkwoods,Good Support given by the entire team.. The entire team is very cooperative and flexible to make everything positive. Thanks for your kind support
R13494,2 Years,Dynamix Parkwoods,Great I like the management and group because there was good corporations and support from the team Specially kajol thank you so much
R13494,2 Years,Dynamix Parkwoods,Convenient location and good amenities !! Impressed by our sales executive Ms.Kajal Salvi for her excellent communication skills !!
R13494,2 Years,Dynamix Parkwoods,Kind Cooperation by Kajol Pre N Post booking process and hope to continue the same till possession.....
R13494,2 Years,Dynamix Parkwoods,"Wonderful experience, nice and cooperative team.Special thanks to Ms Kajal Salvi for her support."
R13494,2 Years,Dynamix Parkwoods,Very Nice Project & Superb Sales & Back hand Service Really Nice
R13494,2 Years,Dynamix Parkwoods,Great project. One should definately look to purchase flat in this project.
R13494,2 Years,Dynamix Parkwoods,Good service received from Parkwood staff.
R371041,2 Years,Casagrand Millenia,"Hi , Thanks to Mr Daniel and casa grand Millenia project for a smooth and efficient hand over of keys at the appropriate time given by them .All the infrastructure promised were done perfectly and upto mark .The handingover ceremony was made grand by the team led by Mr Daniel very efficiently. Thanks to Casa Grand millenia for this dream project work Dr Arunkumar Arasappa A 106 unit Casa grand millenia."
R371041,2 Years,Casagrand Millenia,The project was to be completed by Dec last year and CG says that it is ready for occupancy. I think the photos (taken July 2024) speak for themselves. And this is the state of CG's ultra luxurious Millenia project.
R371041,2 Years,Casagrand Millenia,Handing over done by Mr Subash was done in a appreciable way with good clarity in explaining. We were very happy to receive the unit handing over from him .I wish all the very best
R371041,2 Years,Casagrand Millenia,It was an amazing Handing over experience with Mr Farook. Looking forward to happy living.
R371041,2 Years,Casagrand Millenia,Lovely apartment and we are looking forward to a beautiful living with our family . Had a great hand over . Ended with all positive vibes
R371041,2 Years,Casagrand Millenia,Handover of our flat b 605 casagrand millenia went very smoothly..Happy with the handover team...
R371041,2 Years,Casagrand Millenia,"We are deeply disappointed to share that Casagrand Millenia Chennai has failed to honor their commitment. Despite collecting 95% of the payment 12 to 14 months ago, the project remains incomplete and unsafe. Promises were made both verbally and via email that the project would be handed over 18 months ago. The situation has caused significant mental and financial distress to us and other homeowners. While Casagrand continues to launch new projects, they have neglected their responsibility to complete and properly hand over existing ones. We urge the community to stand with us and demand accountability."
R371041,2 Years,Casagrand Millenia,"I am happy with Casagrand Millena project as promised Handover happen all features of new house same as model house ..few month delay is acceptable as uncertain disorders such as Covid etc., still work flow is uninterrupted.."
R371041,2 Years,Casagrand Millenia,Have purchased a flat here . Very very unprofessional and unreliable they don't stick to their words. Project delayed by nearly a year still not sure when would be complete. But have taken 99% of money and no response if you call the customer Care
R371041,2 Years,Casagrand Millenia,I have booked A 501 apartment. Millennium is a Hi Fi project. Podium lovely looks like a beautiful garden with water falls 😍 …
R371041,2 Years,Casagrand Millenia,"Very happy to receive the keys, thank you Casagrand"
R371041,2 Years,Casagrand Millenia,Zero commitment to customers. Inordinate delays. Misleading ad projecting as ultra luxury project. It is subpar normal in all the ways.
R371041,2 Years,Casagrand Millenia,We have bought flats in casa grand millinea mogappair.. They have a very supportive teams who guide u in everything and make ur ideas and dreams come alive.. ✨️ 💖 we expect from them to finish there project on time as they mentioned and let us see live our dream homes soon ..in sha Allah(If god wills)..Thank you
R371041,2 Years,Casagrand Millenia,Booked in cassagrand milenium thinking It's a good project and good location with amneties ! But regarding the payment they demand prior to the date as mentioned in the agreement! CR Ms Deepika chandrasekar is very harsh with her words and uses unruly words we being professionals!
R371041,2 Years,Casagrand Millenia,"The team coordinating with us are excellent. Executives like Sushila, Dharmadurai, Mahalakshmi and Aarathy make us feel comfortable though we have issues with the payment schedule policy. We look forward to our living in Millennia . Regards, Shiva Shanker, Adithya Shivpink and Kalpana Shanker."
R371041,2 Years,Casagrand Millenia,Epitome of Luxury coming up in this location!! Being weekend went to the site after seeing the launch advertisement.. any one having budget above 1.50cr and want to experience luxury for lifetime can look at this Casagrand Project as option.
R371041,2 Years,Casagrand Millenia,If it's less than zero star I would have selected that worst response will not think of buying another flat in casa grand or recommend
R371041,2 Years,Casagrand Millenia,Today we have received our house A307 key and handover our house neet and clean
R371041,2 Years,Casagrand Millenia,Project is situated in a nice location surrounded by a calm area. Works are going in full pace to attain scheduled handover.
R371041,2 Years,Casagrand Millenia,"Worst Quality of Construction by Casa Grand Builder , you will see seepage in almost all place"
R371041,2 Years,Casagrand Millenia,Residents cannot pronounce their own building name. Would not recommend
R371041,2 Years,Casagrand Millenia,Hi casagrand team is that water logging area What are the plans to protect the basement car parking
R371041,2 Years,Casagrand Millenia,Location Near to Coovam and Burial ground
R371041,2 Years,Casagrand Millenia,I am happy with handing over process done today by casagrand millenia team
R68028,2 Years,Shriji Valley,"Bad road,no transport"
R68028,2 Years,Shriji Valley,Good place and good services
R68028,2 Years,Shriji Valley,New location lonched by the coffee hub price to short and teast big
R68028,2 Years,Shriji Valley,Peaceful place
R379022,2 Years,Ganesh Malabar Exotica,"Viewtifully Connected Located in the peaceful yet progressive area behind Nirma University just off the main S.G. Highway. Malabar Exotica is well-connected to major schools, colleges, business hubs, trade centers, retail hotspots, airports, and hospitals"
R379022,2 Years,Ganesh Malabar Exotica,Very good service.
R379022,2 Years,Ganesh Malabar Exotica,Good place
R379022,2 Years,Ganesh Malabar Exotica,"Precast Residential Housing of 1 Million Sqft built up area being constructed by Urbanaac for Ganesh Housing. Urbanaac has used advanced Hollow core technology as roof slab which improves productivity, has a better insulation compared with conventional structures. Furthermore, use of hollow core slabs allows to have longer spans, hence a better flexibility to end users to have the partition wall location as per their choice."
R379022,2 Years,Ganesh Malabar Exotica,Good location with nearby garden
R379022,2 Years,Ganesh Malabar Exotica,In Malabar road near the garden and amenities are good and directly touch to Nirma University and vaishnodevi circle
R379022,2 Years,Ganesh Malabar Exotica,Built by one of the most reputed builders of Ahmedabad. Complete transparency and professional conduct during conversation. This scheme is based in one of the most underrated localities which has a scintillating future.
R379022,2 Years,Ganesh Malabar Exotica,Worst place for Tenants. Don't come here to live as tenants you are going to face many discrimination and you will face many uncomfortable comments and conditions.
R379022,2 Years,Ganesh Malabar Exotica,"Looks very nice, location is good with all basic and modern features. structure is well n fit."
R379022,2 Years,Ganesh Malabar Exotica,Very good location to live.but needful things are comparatively costly
R379022,2 Years,Ganesh Malabar Exotica,"Its a beautiful place, it relaxes your mind and body. No better place to live."
R379022,2 Years,Ganesh Malabar Exotica,"Good house keeping, nice ambiance, cool place to stay"
R379022,2 Years,Ganesh Malabar Exotica,Best location and value for money projects no one seller this project .
R379022,2 Years,Ganesh Malabar Exotica,Great medium budget housing scheme. Expected completion of project is 2024
R379022,2 Years,Ganesh Malabar Exotica,Beautifull view of apartment and cleaning.
R379022,2 Years,Ganesh Malabar Exotica,It was fabulous making luxurious place ..good bigger scheme
R379022,2 Years,Ganesh Malabar Exotica,It's moderate residents apartment.
R379022,2 Years,Ganesh Malabar Exotica,Very good apartment with open space
R379022,2 Years,Ganesh Malabar Exotica,Nice residency with well maintained cleanliness
R379022,2 Years,Ganesh Malabar Exotica,A good housing society in an upcoming area of Ahmedabad
R379022,1 Year,Ganesh Malabar Exotica,excellent project - reputed builder and above all affordable.
R2624,1 Year,Choice Ambe Shraddha,"Location is very good, so are the flats; but the environment is not good. No harmony among the residents. Managing committee is worthless and takes unilateral decisions. Poor treatment with tenants."
R2624,1 Year,Choice Ambe Shraddha,Well managed Housing Society
R2624,1 Year,Choice Ambe Shraddha,Very good Society and well constructed duplex flat entire Navi Mumbai
R2624,1 Year,Choice Ambe Shraddha,The society is good.
R2624,1 Year,Choice Ambe Shraddha,very good place of building
R53382,1 Year,DDA Surabhi Apartments,Great place to live with families
R53382,1 Year,DDA Surabhi Apartments,"Surbhi appartments is a society of DDA SFS flats located at Dwarka sec 11 adjacent or behind the dwarka sec 11 market near ashirvad chawk. This is small DDA sfs society in comparison with others. This is small but beutiful well managed society as per my view as a regular visitor from last 2 years here. From security (checks & registration),well maintained roads,cleanliness,CCTV camera installed throughout,good/adequate lightening,beutiful plantation & special feature being the 3 by 2 feet size pictures of animals pasted all the way at society's road. The management appears good. The society is having 3 floor building only & no elevator/lifts installed.This feature actually is not good for ailing person or any elderly person having health issues specially if they reside at 2nd or 3rd floor.Parking space appears to be adequate. Overall, a good society."
R53382,1 Year,DDA Surabhi Apartments,"Good place, nice locality, everything in close vicinity."
R53382,1 Year,DDA Surabhi Apartments,Beautiful place for park
R26246,1 Year,CGHS Mandakini Apartments,It is situated right in front of Manipal hospital and has a good location. It has different types of apartments for all need but the people aren't supportive for development and are rigid with their old thoughts which makes apartment owners live a secluded life.
R26246,1 Year,CGHS Mandakini Apartments,"I am residing here, for 3 years construction is going on and i think still it will take 2 more years"
R26246,1 Year,CGHS Mandakini Apartments,"Excellent compact Society. Easy approach, all facilities available nearby. Near to Airport"
R26246,1 Year,CGHS Mandakini Apartments,Addition/ Alteration is going on e.g addition of room and balcony
R26246,1 Year,CGHS Mandakini Apartments,All under construction building
R26246,1 Year,CGHS Mandakini Apartments,Construction On. Not well managed
R26246,1 Year,CGHS Mandakini Apartments,Very nice society
R178815,1 Year,Royal Orchid,"The builder has built quite a few medium size gated communities in Ameenpur area. This project is one of their premium segment projects and biggest in terms of no. of units.

So the future reputation of builder as an upcoming star in Hyd Real Estate depends very much on this project. The top management is consciously putting special attention in terms of quality of construction, material used, Finishing, using reputed brand tiling, electricals, plumbing etc. Royal Orchids is going to be their display showpiece for all future projects, so they are leaving no stone unturned to give the best to the buyers.

The area is strategic. Current price of 6k psft is the best in the market. Blindly go for it!
Photo 1 in review by Khusbu Mundhra
Photo 2 in review by Khusbu Mundhra"
R178815,1 Year,Royal Orchid,Great location and Genuine builder. Very cooperative. That’s why I booked a flat from this builder.
R178815,1 Year,Royal Orchid,"""Modern luxury meets convenience at Royal Orchids. With top-notch amenities and a prime location, it's the ultimate urban oasis."""
R178815,1 Year,Royal Orchid,Nice location and best price they are giving
R178815,1 Year,Royal Orchid,"""Modern luxury meets convenience at Royal Orchids. With top-notch amenities and a prime location, it's the ultimate urban oasis."""
R178815,1 Year,Royal Orchid,Best quality and construction
R178815,1 Year,Royal Orchid,Best location and best project
R1153,1 Year,Siddha Pines,"Being here for more than a year, and I'm really disappointed with the service. We booked the community hall for our private party and the staff members didn't disclose half of the information, we had to end up paying more at the end than the usual amount which they never informed us about it. The ACs were not on chill mode and were all on 24, broken chairs and tables, the security kept coming to bother us over and over, this was really a bad experience"
R1153,1 Year,Siddha Pines,"A really grt appartment or housing society build by Siddha. They are now perhaps the best builder in and around Kolkata.

This Siddha Pines is located just opposite of Dirozio College , Rajarhaat road.

My frnd leaves in A110, and I am visiting this place from the time he owned his 3 BHK 1st flr Flat

This society has all the modern amenities, power back-up, lift, well maintenance.

Recently they have rebuild their entire security system with ultra modern automatic gate and their app which ensures the safety of the flat owners.

One issue I must report in this honest review they have a problem with Guest Car parking, even the owners are facing some kind of stringency with the parking system here.

The underground parking system is good with more than enough headroom and modern anti fire system.

I just love the concept of their, Gym, swiming pool, children's club and also a good specious banquet hall ( available with cost).

Overall a very nice place to leave."
R1153,1 Year,Siddha Pines,It's a good residential complex at Rajerhat Kolkata. It's actually 2.1km from Chinner park and one more road from City center 2. Bait far from. Central Kolkata but the space is good. Building construction is good. Safe security system is good. Nice play area for the children also there.
R1153,1 Year,Siddha Pines,Love the 360 view from the roof. Specially the movement of flights catches attraction at night.
R1153,1 Year,Siddha Pines,They security and other staff's behaviour very worst
R1153,1 Year,Siddha Pines,"Security system was poor. They don't guide guests to the proper flat/direction. They simply show ""that way"" and relives off their duty. They never bother where the incomer is going. May go to somebody else's house."
R1153,1 Year,Siddha Pines,"They assaulted me physically and when I was trying to make a live reel on fb they snatched my phone. The owner of this agency will have to face legal charges as well as the councillor. It falls under vicarious liability. I will charge with libel , slander , vicarious liability, defamation, , physical assault and verbal blemishes."
R1153,1 Year,Siddha Pines,"Nice apartments. Well secured. Prime location. Great place to have a home. New apartments are coming up nearby. Not sure how nice or well secured they will be, but the location will be great. And with more people nearby expect further development . ."
R1153,1 Year,Siddha Pines,"Conveniently located reasonably well maintained complex with club, community hall & swimming pool."
R1153,1 Year,Siddha Pines,We have a 3bhk Flat in this society since 2015. Very well maintained residential complex. Maintenance staffs are doing their best for upkeeping. Various cultural programme took place. The committee members are very active. Except some very minor issue very nice place to stay.
R1153,1 Year,Siddha Pines,"Situated near main road. Beautifully built with small park, well equiped gym, swimming pool and with other basic amenities.."
R1153,1 Year,Siddha Pines,"Heavily water-logged and always short of visitor parking. Facilities staff are courteous, which is sadly not transmitted up the chain :( Not recommended for visitors. Residents may have divergent views, though !"
R1153,1 Year,Siddha Pines,"Its a very big complex near about 900 flats are there but its old one. You entry and exit you need to roam from one block to another. The issues are that its not maintain properly. The color is fading, roads inside the campus has damaged."
R1153,1 Year,Siddha Pines,"Good residential place to live.
Very close to main road.
Good security service available road the clock."
R1153,1 Year,Siddha Pines,"Great complex with all necessary and luxury commodities, great security facilities and easy acces to markets and grocery stores. Nice and relaxing complex to live in!"
R1153,1 Year,Siddha Pines,"Nice place and located near Kali park stop

Transportation is available from here, but this complex it self is so big that you might need a car 😛
"
R1153,1 Year,Siddha Pines,Nice apartments. Well planned. Spacious inside roads.
R1153,1 Year,Siddha Pines,Good place to arrange programs like marriage and all. A little far from railway station. Decoration is not up to the mark. But overall it deserves 3 stars
R1153,1 Year,Siddha Pines,"This complex is no more secure..thief’s are living in this complex..they use to stole peoples shoes n flip flops..

I am very much disappointed regarding this b’coz it’s not new..I heard this from some more people who are living in this complex..

This complex is no more secure..it’s a big shame on siddha group who are appointing burglars in this complex.."
R1153,1 Year,Siddha Pines,There is space to play badminton and swimingpool is there it looks amazing it is full of greenary it has shops to buy daily needs building maintainence it is not good and other problem is that there is no place to play football or cricket
R1153,1 Year,Siddha Pines,The security guards are disgusting..... They used to manipulate visitors.... Which is very bad....
R1153,1 Year,Siddha Pines,"Good location, airport near by, spacious flats, security, market near by. Good connectivity"
R1153,1 Year,Siddha Pines,"It's a nice complex to live in and also it has many games a open ground for playing games such as cricket ,also has a badminton court"
R1153,1 Year,Siddha Pines,"Prestigious and old property near airport, very well managed."
R1153,1 Year,Siddha Pines,Siddha developers are very nice till you pay the money …. Soon after you pay everything in full - they would treat you such a way that you would feel like you’re a beggar asking for their attention n favour
R1153,1 Year,Siddha Pines,"A fantastic Society Apartment to live with all possible facilities
Siddha Pines, presently comprising of 7 towers is built on acres of sprawling landscape greens on Rajarhat Main Road. Blocks Aspen, Birch and Cyprus are now complete. Blocks Silver Pines and Pinewoods (Elm, Fir, Gardenia, Cedar I, Cedar II & Spruce) are under construction.
Many families have started living afresh!!"
R1153,1 Year,Siddha Pines,"It's a residential complex besides Ideal Enclave Phase-II, another residential complex and opposite to Derozeo College."
R1153,1 Year,Siddha Pines,Very nice and secure housing complex. It's the beauty of siddha group. Now the price is also going high fo such flats in this complex. Nice project.
R1153,1 Year,Siddha Pines,Very ill mannered security staff. Just this is enough to deter people away from here. Location is okayish.
R1153,1 Year,Siddha Pines,Entrance is not good. Google map not showing the correct location. Inside marking of the building path is not clearly mentioned.
R1153,1 Year,Siddha Pines,Well spaced society
R1153,1 Year,Siddha Pines,One of the worst gated community in this area..worst management too..water is very bad..electricity problem...back up generator never works..guards are always sleeping..no maintainance wat so ever..big no....
R1153,1 Year,Siddha Pines,Remote location. Neighborhood surrounded by slums so it always smells bad. Also beware of dangue mosquitoes which are common in that area.
R1153,1 Year,Siddha Pines,"Its a residential complex located in rajarhat. Well equipped with the basic necessities, its a good family place."
R1153,1 Year,Siddha Pines,Went to visit a frnd who lives there ...have to say the security guards of this place is very very ill mannered
R1153,1 Year,Siddha Pines,"I stay here..its the best place to be. Amazing amenities, beautifully done..nice people."
R1153,2 Years,Siddha Pines,Nice but buildings look old due to low maintenance and cleaning
R1153,1 Year,Siddha Pines,"Siddha pince Rajarhate not good . Most 3 class maintenance. Light , In or out gate very problems siddha pince."
R1153,1 Year,Siddha Pines,I am forced to give this routine because many of the security ladies here are bad mouthed
R1153,1 Year,Siddha Pines,"Security sistem is good, entry and exit gate for car dadicate 2 gate."
R1153,1 Year,Siddha Pines,"A clean, well planned, well maintained huge society with very good security."
R1153,2 Years,Siddha Pines,When cement is from that infamous syndicate how come the quality would be good
R1153,2 Years,Siddha Pines,Nice experience but there has to be a wating room for visiyers
R1153,2 Years,Siddha Pines,It's a very good society and everything is maintained properly
R1153,2 Years,Siddha Pines,"All types of facilities is car parking, near by shopping etc are available nearby."
R1153,2 Years,Siddha Pines,Superb flats and superior location as it's close to Kolkata airport.
R1153,2 Years,Siddha Pines,"Lovely enviroments
Good people's
Security too good"
R1153,2 Years,Siddha Pines,Part of Siddha group. Decent appartments at reasonable prices.
R1153,2 Years,Siddha Pines,"Great, our office residence..."
R1153,2 Years,Siddha Pines,"Good residential Apartment complex, well maintained.."
R1153,2 Years,Siddha Pines,Nice flats and well maintained complex..
R1153,2 Years,Siddha Pines,It's a good condominium appartment
R1153,2 Years,Siddha Pines,Apartment with nice infrastructure and security system
R1153,2 Years,Siddha Pines,The society is well protected and well maintained.
R1153,2 Years,Siddha Pines,Excellent ambience in complex.
R1153,2 Years,Siddha Pines,"Well maintained, secured"
R1153,2 Years,Siddha Pines,Near to Dumdum Airport Kolkata
R1153,2 Years,Siddha Pines,Society needs some discipline
R18642,2 Years,Balaji Avenue Apartment,Calm place.. Not much noise.. neither traffic nor hawkers.. Good for peace
R18642,2 Years,Balaji Avenue Apartment,Nice society
R18642,2 Years,Balaji Avenue Apartment,Good and nice place. Neat and clean roads
R18642,2 Years,Balaji Avenue Apartment,Clean society
R18642,2 Years,Balaji Avenue Apartment,Neat clean place..
R18642,2 Years,Balaji Avenue Apartment,no place for playing in building for children
R74653,2 Years,Qualitas Garden,"A well maintained society, but the committee needs to be more active. Highway touch property, behind which there is the konark river flowing, which gives the lucky owners a great mountain and river view. Late Actor Rajkumar property can be seen on the other side of the river."
R74653,2 Years,Qualitas Garden,"A good nice welcoming entrance well maintained society best society in this area.no 24 hrs water and water is bore well but other things fine with gym tennis court ,badminton court,volleyball court play area for children .Beautiful garden sitting place for elders"
R74653,2 Years,Qualitas Garden,"Best place to reside! Surrounded with hills,river and cloud"
R74653,2 Years,Qualitas Garden,Sophisticated concrete slum with poor and highly compromised quality of construction (especially w/c) coated with cosmetics.
R74653,2 Years,Qualitas Garden,Good maintain...nice lobby.. good building work...no leakage problems... but room area is little windows are small balcony area is very small.. water availability is limited
R74653,2 Years,Qualitas Garden,"Excellent society , beautiful garden and children play area, easy to commute , public transport is easily available, near to nature with beautiful mountain view."
R74653,2 Years,Qualitas Garden,It is worst place to stay with families as bore hole and tanker water supply is there and that also on time basis.
R74653,2 Years,Qualitas Garden,Like the environment here. Network issues around. But peaceful place.
R74653,2 Years,Qualitas Garden,"Worst place to leave... No water, No electricity nothing... I'm not going recommend this place for anyone."
R74653,2 Years,Qualitas Garden,Beautiful look but lot of problems of electricity and water as well in summer season.
R74653,2 Years,Qualitas Garden,"Far from the main city, high maintenance, water issue as well"
R74653,2 Years,Qualitas Garden,This is a residential area located in the banks of river
R74653,2 Years,Qualitas Garden,Seems to be good living place
R74653,2 Years,Qualitas Garden,Great building near the roadside.
R74653,2 Years,Qualitas Garden,Adequate drainage system
R74653,2 Years,Qualitas Garden,Balconies are too small
R63215,2 Years,Elixir Millennium Apartments,"One of the safest residential colony is the locality. Good security staff, healthy neighborhood and effective RWA management. Very place especially for families"
R63215,2 Years,Elixir Millennium Apartments,Well maintained and ambience is okay
R63215,2 Years,Elixir Millennium Apartments,"Its near to Golchakkar, Noida 61
The place is surrounded by greenery and there are couple of parks to jog arround.
Grocery mart, medical store and gas station and other amenities are there nearby.
Overall its a great place to live in."
R63215,2 Years,Elixir Millennium Apartments,"Located in heart of Sector 61, Millennium Housing Apartment is a decent Colony for mid-aged, old aged and families. Surrounded by lots of Play schools and schools. Everyday markets aren't far away. Classic shopping areas like sector 18 are about 8km away. One get general medical services though specialist services are distantly located. This isn't place for bachelors as flats are rented only to families."
R409860,2 Years,Mamallan Satellite Town,"This developing area has proven to be an excellent choice, offering breathtaking views that make it part of a dreamland. The area is well-connected to major roads and essential amenities. With ongoing development, the land holds great promise for future value appreciation, making it a smart investment choice. Our experience with Hygrever Venture has been wonderful. They provide neat and clean services, taking care of every step and guiding us through everything as needed, leaving no need to worry. The documentation is up-to-date, adding to the peace of mind. The plots are ideal for everyone’s desires, and Hygrever Venture has built an amazing community space, enhancing the overall living experience."
R409860,2 Years,Mamallan Satellite Town,"This is an awesome location and definitely appreciation land. All docs are very clear and trusted builders. AAKKAM is giving the best in class to their customers. Who all are buying land here are repeated customer maximum. This is for the best location for the best investment and for the best building a house. Govt proposed here for a new bridge that will come near this land location, and it will connect directly to OMR- ECR as well as chengalpattu (SP koil) road. Also, this location is just 10km away from Mahabalipuram."
